,model,price,rating,processor,graphic_card,core,display,ram,os,internal_storage
401,MSI Creator Z16 A11UET-272IN Gaming Laptop (11th Gen Core i9/ 16GB/ 1TB SSD/ Win10/ 6GB Graph),"₹1,44,990",73,11th Gen Intel Core i9 11900H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","16 inches, 2560 x 1600 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
402,Asus TUF Dash F15 FX516PMZ-HN186WS Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹86,500",64,11th Gen Intel Core i5 11300H,6 GB NVIDIA GeForce RTX 3060,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
403,Lenovo IdeaPad Gaming 15ACH6 82K200X6IN Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹55,500",57,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11  OS,512 GB SSD
404,HP Victus 16-e0162AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win10/ 4GB Graph),"₹54,720",56,5th Gen AMD Ryzen 5  5600H ,4 GB AMD Radeon RX 5500M,"Hexa Core, 12 Threads","16.1 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10  OS,512 GB SSD
405,Acer Nitro 5 AN515-45-R3FB NH.QCMSI.002 Gaming Laptop (Ryzen 7 5800H/ 16GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),"₹76,050",64,5th Gen AMD Ryzen 7  5800H,256 GB SSD,"Octa Core, 16 Threads",4 GB NVIDIA GeForce RTX 3050 Ti,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
406,Dell G15-5515 Gaming Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win10/ 4GB Graph),"₹73,900",62,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,512 GB SSD
407,Acer Predator Helios PH315-54 Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB HDD/ Win10 Home/ 6GB Graph),"₹91,990",69,11th Gen Intel Core i7 11800H,4 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB Hard Disk
408,Dell G15-5511 Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win 10/ 4GB Graph),"₹97,500",68,11th Gen Intel Core i7 11800H,4 GB NVIDIA GeForce RTX 3050Ti,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,512 GB SSD
409,Dell G15-5515 Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win10/ 4GB Graph),"₹90,499",63,5th Gen AMD Ryzen 7  5800H,4 GB NVIDIA GeForce RTX 3050Ti,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,512 GB SSD
410,Lenovo Legion 5 Pro 16ITH6H 82JD005KIN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,24,990",59,11th Gen Intel Core i7 11800H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","16 inches, 2560 x 1440 pixels",16 GB DDR4 RAM,Windows 11 OS,1 TB SSD
411,Lenovo IdeaPad Gaming 3 15ACH6 82K200XNIN Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹69,990",55,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
412,HP Pavilion 15-DK2012TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹65,990",61,11th Gen Intel Core i5 11300H,4 GB NVIDIA GeForce RTX 3050,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
413,MSI Alpha 15 B5EEK-029IN Gaming Laptop (Ryzen 7 /16GB/ 1TB SSD/ Win10 Home/ 8GB Graph),"₹85,990",62,AMD Ryzen 7,8 GB AMD Radeon RX6600M,Hexa Core,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
414,Lenovo IdeaPad Gaming 3 82K100MVIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹53,000",60,11th Gen Intel Core i5 11300H,4 GB NVIDIA GeForce GTX 1650 ,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10  OS,512 GB SSD
415,Lenovo IdeaPad Gaming 3 82K1004CIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹57,990",60,11th Gen Intel Core i5 11300H,4 GB NVIDIA GeForce RTX 3050,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10  OS,512 GB SSD
416,Asus TUF FA766IC-HX005T Gaming Laptop (Ryzen 7 4800H/ 16GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹76,500",60,4th Gen AMD Ryzen 7  4800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","17.3 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,512 GB SSD
417,Lenovo Legion 5 82JK007WIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10/ 4GB Graph),"₹94,990",66,11th Gen Intel Core i7 11800H ,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,512 GB SSD
418,Asus VivoBook F571LH-BQ436T Gaming Laptop (10th Gen Core i7/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹54,990",62,10th Gen Intel Core i7 10870H,4 GB NVIDIA GeForce GTX 1650,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
419,HP Pavilion 15-dk1514TX Gaming Laptop (10th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),"₹76,500",66,10th Gen Intel Core i5 10300H,256 GB SSD,"Quad Core, 8 Threads",4 GB NVIDIA GeForce GTX 1650Ti,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
420,Asus ROG Zephyrus G14 GA401QE-K2165TS Gaming Laptop (Ryzen 9 5900HS/ 16GB/ 1TB SSD/ Win10/ 4GB Graph),"₹89,990",71,5th Gen AMD Ryzen 9 5900HS,4 GB NVIDIA GeForce RTX 3050 Ti ,"Octa Core, 16 Threads","14 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10  OS,1 TB SSD
421,Asus ROG Strix G15 2021 G513IH-HN084TS Gaming Laptop (AMD Ryzen 7 4800H/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹80,490",61,4th Gen AMD Ryzen 7  4800H,4 GB NVIDIA GeForce GTX 1650,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
422,Asus ROG Strix G15 G513QE-HF146T Gaming Laptop (Ryzen 9 5900H/ 16GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹1,13,990",64,5th Gen AMD Ryzen 9  5900H,4 GB NVIDIA GeForce RTX 3050Ti,Octa Core,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
423,HP Pavilion 15-ec1023AX Gaming Laptop (Ryzen 5 4600H/ 8GB/ 1TB 256GB SSD/ Win10/ 4GB Graph),"₹58,000",65,4th Gen AMD Ryzen 5 4600H,256 GB SSD,"Hexa Core, 12 Threads",4 GB NVIDIA GeForce GTX 1650 Ti,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
424,Asus ROG Strix G15 2021 Advantage Edition G513QY-HQ008TS Gaming Laptop (Ryzen 9 5900HX/ 16GB/ 1TB SSD/ Win10 Home/ 12GB Graph),"₹1,44,990",70,5th Gen AMD Ryzen 9  5900HX,12 GB AMD Radeon RX 6800M,"Octa Core, 16 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
425,Acer Predator PH315-54 NH.QC2SI.003 Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Home/ 6GB Graph),"₹95,490",70,11th Gen Intel Core i7 11800H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
426,MSI GS66 Stealth 11UG-418IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Home/ 8GB Graph),"₹1,24,191",73,11th Gen Intel Core i7 11800H,8 GB NVIDIA GeForce RTX 3070,"Octa Core, 16 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
427,HP Pavilion 15-ec2004AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹58,559",62,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
428,Lenovo Legion 5 Pro 82JQ0062IN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win10 Home/ 6GB Graph),"₹1,04,990",69,5th Gen AMD Ryzen 7  5800H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","16 inches, 2560 x 1600 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
429,HP Victus 16t-d000 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹80,990",69,11th Gen Intel Core i7 11800H,4 GB NVIDIA GeForce GTX 3050,"Octa Core, 16 Threads","16.1 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,512 GB SSD
430,Asus ROG Strix SCAR 15 G533QS-HF210TS Gaming Laptop (AMD Ryzen 9 5900HX/ 16GB/ 1TB SSD/ Win10 Home/ 8GB Graph),"₹1,98,990",72,5th Gen AMD Ryzen 9  5900HX,8 GB NVIDIA GeForce RTX 3080,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
431,Asus TUF Gaming A17 FA706IH-H7014T Gaming Laptop (Ryzen 5 4600H/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹64,490",61,4th Gen AMD Ryzen 5  4600H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","17.3 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
432,Asus TUF FX506LI-HN270T Gaming Laptop (10th Gen Core i5/ 8GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹55,600",62,10th Gen Intel Core i5 10300H,4 GB NVIDIA GeForce GTX 1650 Ti,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,1 TB SSD
433,Asus ROG Flow X13 GV301QH-K5459TS Gaming Laptop (AMD Ryzen 9/ 32GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹1,49,990",79,5th Gen AMD Ryzen 9  5980HS,4 GB NVIDIA GeForce GTX 1650,"Octa Core, 16 Threads","13.4 inches, 3840 x 2400 pixels, Touch Screen",32 GB LPDDR4X RAM,Windows 10 OS,1 TB SSD
434,Asus ROG Strix G15 G513QC-HN088TS Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹74,555",64,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,1 TB SSD
435,Asus TUF Gaming F15 FX506HC-HN119T Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹76,990",61,11th Gen Intel Core i5 11400H ,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,1 TB SSD
436,Asus ROG Strix G15 G513QC-HN093T Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹87,990",64,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,1 TB SSD
437,Asus ROG Flow X13 GV301QH-K6464TS Gaming Laptop (AMD Ryzen 9 5900HS/ 16GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹1,02,100",70,5th Gen AMD Ryzen 9  5900HS,4 GB NVIDIA GeForce GTX 1650,"Octa Core, 16 Threads","13.4 inches, 1920 x 1200 pixels, Touch Screen",16 GB LPDDR4X RAM,Windows 10 OS,1 TB SSD
438,HP 15-ec1105AX Gaming Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹53,999",57,4th Gen AMD Ryzen 5  4600H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
439,HP 15-ec1025AX Gaming Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹57,750",61,4th Gen AMD Ryzen 5  4600H ,4 GB NVIDIA GeForce GTX 1650Ti,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
440,HP 15-ec1025AX Gaming Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹57,750",61,4th Gen AMD Ryzen 5  4600H ,4 GB NVIDIA GeForce GTX 1650Ti,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
441,Lenovo IdeaPad Gaming 3 15IMH05 81Y4017TIN Gaming Laptop (10th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),"₹56,676",65,10th Gen Intel Core i5 10300H,256 GB SSD,"Quad Core, 8 Threads",4 GB NVIDIA GeForce GTX 1650,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
442,Asus ROG Flow X13 GV301QH-K5462TS Gaming Laptop (AMD Ryzen 9/ 16GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹1,12,990",74,5th Gen AMD Ryzen 9  5900HS,4 GB NVIDIA GeForce GTX 1650,"Octa Core, 16 Threads","13.4 inches, 3840 x 2400 pixels, Touch Screen",16 GB LPDDR4X RAM,Windows 10 OS,1 TB SSD
443,Asus TUF Gaming F15 FX506LI-HN271TS Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ WinHome/ 4GB Graph),"₹57,599",61,10th Gen Intel Core i5 10300H,4 GB NVIDIA GeForce GTX 1650 Ti,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
444,Asus TUF Dash FX516PM-AZ154TS Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Home/ 6GB Graph),"₹1,20,000",72,11th Gen Intel Core i7 11370H ,6 GB NVIDIA GeForce RTX 3060,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
445,Asus TUF Gaming F15 FX506LH-HN258T Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹51,500",63,10th Gen Intel Core i5 10300H,4 GB NVIDIA GeForce GTX 1650,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
446,Acer Predator Helios 300 PH315-53 NH.QCYSI.008 Gaming Laptop (10th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win10 Home/ 6GB Graph),"₹89,990",70,10th Gen Intel Core i7 10870H,256 GB SSD,"Octa Core, 16 Threads",6 GB NVIDIA GeForce RTX 3060,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
447,Acer Nitro 5 AN515-45-R3TC NH.QBCSI.001 Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 1TB 256GB SSD/ Win10 Home/ 6GB Graph),"₹89,000",66,5th Gen AMD Ryzen 5  5600H,256 GB SSD,"Hexa Core, 12 Threads",6 GB NVIDIA GeForce RTX 3060,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
448,Acer Nitro 5 AN515-45 NH.QBMSI.004 Laptop (AMD Ryzen 5/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),"₹51,500",56,AMD Ryzen 5,256 GB SSD,Hexa Core,4 GB NVIDIA GeForce GTX 1650,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
449,Asus TUF Gaming F17 FX766LI-H7058T Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹68,071",64,10th Gen Intel Core i5 10300H,4 GB NVIDIA Geforce GTX 1650 Ti,"Quad Core, 8 Threads","17.3 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
450,Lenovo Ideapad Gaming 3 82EY00L4IN Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹58,900",61,4th Gen AMD Ryzen 5  4600H,4 GB NVIDIA Geforce GTX 1650 Ti,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
451,Dell Alienware M15 R3 Laptop (10th Gen Core i7/ 16GB/ 512GB SSD/ Win10/ 6GB Graph),"₹1,69,990",70,10th Gen Intel Core i7 10750H,6 GB NVIDIA Geforce GTX 1660 Ti,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,512 GB SSD
452,Asus VivoBook F571LI-AL146T Gaming Laptop (10th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),"₹87,390",70,10th Gen Intel Core i7 10750H,256 GB SSD,"Hexa Core, 12 Threads",4 GB NVIDIA Geforce GTX 1650 Ti,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
453,HP 15-ec0101AX Gaming Laptop (Ryzen 5/ 8GB/ 1TB/ Win10 Home/ 4GB Graph),"₹51,000",57,AMD Ryzen 5  3550H,4 GB NVIDIA Geforce GTX 1650,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,1 TB Hard Disk
454,Asus VivoBook F571GT-AL518T Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),"₹58,368",66,9th Gen Intel Core i5 9300H,256 GB SSD,"Quad Core, 8 Threads",4 GB NVIDIA Geforce GTX 1650,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
455,HP 15-dk0049TX Gaming Laptop (9th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),"₹95,800",70,9th Gen Intel Core i7 9750H,256 GB SSD,"Hexa Core, 12 Threads",4 GB NVIDIA Geforce GTX 1650,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
456,Asus ROG Strix G G531GT-BQ024T Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),"₹64,990",65,9th Gen Intel Core i5 9300H,256 GB SSD,"Quad Core, 8 Threads",4 GB NVIDIA Geforce GTX 1650,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
457,Asus ROG Mothership GZ700GX Gaming Laptop (8th Gen Core i9/ 64GB/ 512GB SSD/ Win10/ 8GB Graph),"₹3,49,999",88,8th Gen Intel Core i9 8950HK,8 GB NVIDIA GeForce RTX 2080,"Hexa Core, 12 Threads","17.3 inches, 1920 x 1080 pixels, Touch Screen",64 GB DDR4 RAM,Windows 10 OS,512 GB SSD
458,Razer Blade 15 Gaming Laptop (8th Gen Ci7/ 16GB/ 2TB 256GB SSD/ Win10 Home/ 6GB Graph),"₹1,27,999",73,8th Gen Intel Core i7 8750H,256 GB SSD,"Hexa Core, 12 Threads",6 GB NVIDIA GeForce GTX 1060 Max-Q Design,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",2 TB Hard Disk
459,HP Omen 15-ce071TX (2GD81PA) Laptop (7th Gen Ci5/ 8GB/ 1TB 128GB SSD/ Win10/ 4GB Graph),"₹68,071",65,7th Gen Intel Core i5 7300HQ,128 GB SSD,"Quad Core, 4 Threads",4 GB NVIDIA Geforce GTX 1050,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
460,HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹68,999",68,5th Gen AMD Ryzen 5 5600H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
461,MSI Vector GP68HX 13VH-072IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),"₹2,84,990",86,13th Gen Intel Core i9 13980HX,12 GB NVIDIA GeForce RTX 4080,"24 Cores (8P + 16E), 32 Threads","16 inches, 2560 x 1600 pixels",32 GB DDR5 RAM,Windows 11 OS,1 TB SSD
462,MSI Cyborg 15 A12VF-049IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹1,09,990",73,12th Gen Intel Core i7 12650H,8 GB NVIDIA GeForce RTX 4060,"10 Cores (6P + 4E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
463,MSI Bravo 15 C7UDXK-092IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics),"₹95,000",66,7th Gen AMD Ryzen 7 7735HS,6 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
464,HP Victus 16 16-d0309TX Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹56,999",65,11th Gen Intel Core i5 11400H ,4 GB NVIDIA GeForce GTX 1650 ,"Hexa Core, 12 Threads","16.1 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
465,Dell G15-5530 GN5530VMMD9002ORB1 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,02,490",69,13th Gen Intel Core i7 13650HX,6 GB NVIDIA GeForce RTX 3050,14 Cores (6P + 8E),"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
466,MSI Katana GF66 12UC-881IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹72,990",65,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,"Octa Core (4P + 4E), 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
467,MSI Katana GF66 12UC-880IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹82,990",68,12th Gen Intel Core i7 12650H,4 GB NVIDIA GeForce RTX 3050,"10 Cores (6P + 4E), 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
468,Asus Vivobook Pro 15 M6500QC-HN542WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹66,800",65,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
469,HP Omen 16-n0091AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹1,03,990",65,6th Gen AMD Ryzen 7  6800H,4 GB NVIDIA GeForce RTX 3050Ti,"Octa Core, 16 Threads","16.1 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
470,HP Victus 16-d0310TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹52,990",65,11th Gen Intel Core i5 11400H ,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","16.1 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
471,Lenovo Legion S7 82TF007LIN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹1,59,000",74,12th Gen Intel Core i7 12700H,4 GB NVIDIA GeForce RTX 3050 Ti,"14 Cores (6P + 8E), 20 Threads","16 inches, 2560 x 1600 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
472,Gigabyte G5 KE RC55KE Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,00,124",72,12th Gen Intel Core i5 12500H,6 GB NVIDIA GeForce RTX 3060,"12 Cores (4P + 8E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
473,Dell G15-5520 D560895WIN9S Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,06,990",71,12th Gen Intel Core i7 12650H,6 GB NVIDIA GeForce RTX 3060,"10 Cores (6P + 4E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
474,HP Omen 16-n0054AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,36,990",66,6th Gen AMD Ryzen 7  6800H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","16.1 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
